#,Name,Japanese_Name,Type 1,Type 2,Total,HP,Attack,Speed,Defense,Happiness,Sp. Atk,Sp. Def,Legendary,Generation,Classfication,Capture_Rate,Egg_Steps,Experience_Growth,Height_M,Weight_Kg,Percentage_Male,Abilities
276,Taillow,Subameスバメ,Normal,Flying,270,40,55,85,30,70,30,30,FALSE,3,TinySwallow Pokémon,200,3840,1059860,0.3,2.3,50,"['Guts', 'Scrappy']"
277,Swellow,Ohsubameオオスバメ,Normal,Flying,430,60,85,125,60,70,50,50,FALSE,3,Swallow Pokémon,45,3840,1059860,0.7,19.8,50,"['Guts', 'Scrappy']"
278,Wingull,Camomeキャモメ,Water,Flying,270,40,30,85,30,70,55,30,FALSE,3,Seagull Pokémon,190,5120,1000000,0.6,9.5,50,"['Keen Eye', 'Hydration', 'Rain Dish']"
279,Pelipper,Pelipperペリッパー,Water,Flying,430,60,50,65,100,70,85,70,FALSE,3,Water Bird Pokémon,45,5120,1000000,1.2,28,50,"['Keen Eye', 'Drizzle', 'Rain Dish']"
280,Ralts,Raltsラルトス,Psychic,Fairy,198,28,25,40,25,35,45,35,FALSE,3,Feeling Pokémon,235,5120,1250000,0.4,6.6,50,"['Synchronize', 'Trace', 'Telepathy']"
281,Kirlia,Kirliaキルリア,Psychic,Fairy,278,38,35,50,35,35,65,55,FALSE,3,Emotion Pokémon,120,5120,1250000,0.8,20.2,50,"['Synchronize', 'Trace', 'Telepathy']"
282,Gardevoir,Sirnightサーナイト,Psychic,Fairy,518,68,65,80,65,35,125,115,FALSE,3,Embrace Pokémon,45,5120,1250000,1.6,48.4,50,"['Synchronize', 'Trace', 'Telepathy']"
283,Surskit,Ametamaアメタマ,Bug,Water,269,40,30,65,32,70,50,52,FALSE,3,Pond Skater Pokémon,200,3840,1000000,0.5,1.7,50,"['Swift Swim', 'Rain Dish']"
284,Masquerain,Amemothアメモース,Bug,Flying,414,70,60,60,62,70,80,82,FALSE,3,Eyeball Pokémon,75,3840,1000000,0.8,3.6,50,"['Intimidate', 'Unnerve']"
285,Shroomish,Kinococoキノココ,Grass,,295,60,40,35,60,70,40,60,FALSE,3,Mushroom Pokémon,255,3840,1640000,0.4,4.5,50,"['Effect Spore', 'Poison Heal', 'Quick Feet']"
286,Breloom,Kinogassaキノガッサ,Grass,Fighting,460,60,130,70,80,70,60,60,FALSE,3,Mushroom Pokémon,90,3840,1640000,1.2,39.2,50,"['Effect Spore', 'Poison Heal', 'Technician']"
287,Slakoth,Namakeroナマケロ,Normal,,280,60,60,30,60,70,35,35,FALSE,3,Slacker Pokémon,255,3840,1250000,0.8,24,50,['Truant']
288,Vigoroth,Yarukimonoヤルキモノ,Normal,,440,80,80,90,80,70,55,55,FALSE,3,Wild Monkey Pokémon,120,3840,1250000,1.4,46.5,50,['Vital Spirit']
289,Slaking,Kekkingケッキング,Normal,,670,150,160,100,100,70,95,65,FALSE,3,Lazy Pokémon,45,3840,1250000,2,130.5,50,['Truant']
290,Nincada,Tutininツチニン,Bug,Ground,266,31,45,40,90,70,30,30,FALSE,3,Trainee Pokémon,255,3840,600000,0.5,5.5,50,"['Compoundeyes', 'Run Away']"
291,Ninjask,Tekkaninテッカニン,Bug,Flying,456,61,90,160,45,70,50,50,FALSE,3,Ninja Pokémon,120,3840,600000,0.8,12,50,"['Speed Boost', 'Infiltrator']"
292,Shedinja,Nukeninヌケニン,Bug,Ghost,236,1,90,40,45,70,30,30,FALSE,3,Shed Pokémon,45,3840,600000,0.8,1.2,,['Wonder Guard']
293,Whismur,Gonyonyoゴニョニョ,Normal,,240,64,51,28,23,70,51,23,FALSE,3,Whisper Pokémon,190,5120,1059860,0.6,16.3,50,"['Soundproof', 'Rattled']"
294,Loudred,Dogohmbドゴーム,Normal,,360,84,71,48,43,70,71,43,FALSE,3,Big Voice Pokémon,120,5120,1059860,1,40.5,50,"['Soundproof', 'Scrappy']"
295,Exploud,Bakuongバクオング,Normal,,490,104,91,68,63,70,91,73,FALSE,3,Loud Noise Pokémon,45,5120,1059860,1.5,84,50,"['Soundproof', 'Scrappy']"
296,Makuhita,Makunoshitaマクノシタ,Fighting,,237,72,60,25,30,70,20,30,FALSE,3,Guts Pokémon,180,5120,1640000,1,86.4,75.4,"['Thick Fat', 'Guts', 'Sheer Force']"
297,Hariyama,Hariteyamaハリテヤマ,Fighting,,474,144,120,50,60,70,40,60,FALSE,3,Arm Thrust Pokémon,200,5120,1640000,2.3,253.8,75.4,"['Thick Fat', 'Guts', 'Sheer Force']"
298,Azurill,Ruririルリリ,Normal,Fairy,190,50,20,20,40,70,20,40,FALSE,3,Polka Dot Pokémon,150,2560,800000,0.2,2,24.6,"['Thick Fat', 'Huge Power', 'Sap Sipper']"
299,Nosepass,Nosepassノズパス,Rock,,375,30,45,30,135,70,45,90,FALSE,3,Compass Pokémon,255,5120,1000000,1,97,50,"['Sturdy', 'Magnet Pull', 'Sand Force']"
300,Skitty,Enecoエネコ,Normal,,260,50,45,50,45,70,35,35,FALSE,3,Kitten Pokémon,255,3840,800000,0.6,11,24.6,"['Cute Charm', 'Normalize', 'Wonder Skin ']"
301,Delcatty,Enekororoエネコロロ,Normal,,380,70,65,70,65,70,55,55,FALSE,3,Prim Pokémon,60,3840,800000,1.1,32.6,24.6,"['Cute Charm', 'Normalize', 'Wonder Skin ']"
302,Sableye,Yamiramiヤミラミ,Dark,Ghost,380,50,75,50,75,35,65,65,FALSE,3,Darkness Pokémon,45,6400,1059860,0.5,11,50,"['Keen Eye', 'Stall', 'Prankster']"
303,Mawile,Kucheatクチート,Steel,Fairy,380,50,85,50,85,70,55,55,FALSE,3,Deceiver Pokémon,45,5120,800000,0.6,11.5,50,"['Hyper Cutter', 'Intimidate', 'Sheer Force']"
304,Aron,Cokodoraココドラ,Steel,Rock,330,50,70,30,100,35,40,40,FALSE,3,Iron Armor Pokémon,180,8960,1250000,0.4,60,50,"['Sturdy', 'Rock Head', 'Heavy Metal']"
305,Lairon,Kodoraコドラ,Steel,Rock,430,60,90,40,140,35,50,50,FALSE,3,Iron Armor Pokémon,90,8960,1250000,0.9,120,50,"['Sturdy', 'Rock Head', 'Heavy Metal']"
306,Aggron,Bossgodoraボスゴドラ,Steel,Rock,530,70,110,50,180,35,60,60,FALSE,3,Iron Armor Pokémon,45,8960,1250000,2.1,360,50,"['Sturdy', 'Rock Head', 'Heavy Metal']"
307,Meditite,Asananアサナン,Fighting,Psychic,280,30,40,60,55,70,40,55,FALSE,3,Meditate Pokémon,180,5120,1000000,0.6,11.2,50,"['Pure Power', 'Telepathy']"
308,Medicham,Charemチャーレム,Fighting,Psychic,410,60,60,80,75,70,60,75,FALSE,3,Meditate Pokémon,90,5120,1000000,1.3,31.5,50,"['Pure Power', 'Telepathy']"
309,Electrike,Rakuraiラクライ,Electric,,295,40,45,65,40,70,65,40,FALSE,3,Lightning Pokémon,120,5120,1250000,0.6,15.2,50,"['Static', 'Lightningrod', 'Minus']"
310,Manectric,Livoltライボルト,Electric,,475,70,75,105,60,70,105,60,FALSE,3,Discharge Pokémon,45,5120,1250000,1.5,40.2,50,"['Static', 'Lightningrod', 'Minus']"
311,Plusle,Prasleプラスル,Electric,,405,60,50,95,40,70,85,75,FALSE,3,Cheering Pokémon,200,5120,1000000,0.4,4.2,50,"['Plus', 'Lightningrod']"
312,Minun,Minunマイナン,Electric,,405,60,40,95,50,70,75,85,FALSE,3,Cheering Pokémon,200,5120,1000000,0.4,4.2,50,"['Minus', 'Volt Absorb']"
313,Volbeat,Barubeatバルビート,Bug,,400,65,73,85,55,70,47,75,FALSE,3,Firefly Pokémon,150,3840,600000,0.7,17.7,100,"['Illuminate', 'Swarm', 'Prankster']"
314,Illumise,Illumiseイルミーゼ,Bug,,400,65,47,85,55,70,73,75,FALSE,3,Firefly Pokémon,150,3840,1640000,0.6,17.7,0,"['Oblivious', 'Tinted Lens', 'Prankster']"
315,Roselia,Roseliaロゼリア,Grass,Poison,400,50,60,65,45,70,100,80,FALSE,3,Thorn Pokémon,150,5120,1059860,0.3,2,50,"['Natural Cure', 'Poison Point', 'Leaf Guard']"
316,Gulpin,Gokulinゴクリン,Poison,,302,70,43,40,53,70,43,53,FALSE,3,Stomach Pokémon,225,5120,1640000,0.4,10.3,50,"['Liquid Ooze', 'Sticky Hold', 'Gluttony']"
317,Swalot,Marunoomマルノーム,Poison,,467,100,73,55,83,70,73,83,FALSE,3,Poison Bag Pokémon,75,5120,1640000,1.7,80,50,"['Liquid Ooze', 'Sticky Hold', 'Gluttony']"
318,Carvanha,Kibanhaキバニア,Water,Dark,305,45,90,65,20,35,65,20,FALSE,3,Savage Pokémon,225,5120,1250000,0.8,20.8,50,"['Rough Skin', 'Speed Boost']"
319,Sharpedo,Samehaderサメハダー,Water,Dark,460,70,120,95,40,35,95,40,FALSE,3,Brutal Pokémon,60,5120,1250000,1.8,88.8,50,"['Rough Skin', 'Speed Boost']"
320,Wailmer,Hoerukoホエルコ,Water,,400,130,70,60,35,70,70,35,FALSE,3,Ball Whale Pokémon,125,10240,1640000,2,130,50,"['Water Veil', 'Oblivious', 'Pressure']"
321,Wailord,Whalohホエルオー,Water,,500,170,90,60,45,70,90,45,FALSE,3,Float Whale Pokémon,60,10240,1640000,14.5,398,50,"['Water Veil', 'Oblivious', 'Pressure']"
322,Numel,Donmelドンメル,Fire,Ground,305,60,60,35,40,70,65,45,FALSE,3,Numb Pokémon,255,5120,1000000,0.7,24,50,"['Oblivious', 'Simple', 'Own Tempo']"
323,Camerupt,Bakuudaバクーダ,Fire,Ground,460,70,100,40,70,70,105,75,FALSE,3,Eruption Pokémon,150,5120,1000000,1.9,220,50,"['Magma Armor', 'Solid Rock', 'Anger Point']"
324,Torkoal,Cotoiseコータス,Fire,,470,70,85,20,140,70,85,70,FALSE,3,Coal Pokémon,90,5120,1000000,0.5,80.4,50,"['White Smoke', 'Drought', 'Shell Armor']"
325,Spoink,Banebooバネブー,Psychic,,330,60,25,60,35,70,70,80,FALSE,3,Bounce Pokémon,255,5120,800000,0.7,30.6,50,"['Thick Fat', 'Own Tempo', 'Gluttony']"
326,Grumpig,Boopigブーピッグ,Psychic,,470,80,45,80,65,70,90,110,FALSE,3,Manipulate Pokémon,60,5120,800000,0.9,71.5,50,"['Thick Fat', 'Own Tempo', 'Gluttony']"
327,Spinda,Patcheelパッチール,Normal,,360,60,60,60,60,70,60,60,FALSE,3,Spot Panda Pokémon,255,3840,800000,1.1,5,50,"['Own Tempo', 'Tangled Feet', 'Contrary']"
328,Trapinch,Nuckrarナックラー,Ground,,290,45,100,10,45,70,45,45,FALSE,3,Ant Pit Pokémon,255,5120,1059860,0.7,15,50,"['Hyper Cutter', 'Arena Trap', 'Sheer Force']"
329,Vibrava,Vibravaビブラーバ,Ground,Dragon,340,50,70,70,50,70,50,50,FALSE,3,Vibration Pokémon,120,5120,1059860,1.1,15.3,50,['Levitate']
330,Flygon,Flygonフライゴン,Ground,Dragon,520,80,100,100,80,70,80,80,FALSE,3,Mystic Pokémon,45,5120,1059860,2,82,50,['Levitate']
331,Cacnea,Saboneaサボネア,Grass,,335,50,85,35,40,35,85,40,FALSE,3,Cactus Pokémon,190,5120,1059860,0.4,51.3,50,"['Sand Veil', 'Water Absorb']"
332,Cacturne,Noctusノクタス,Grass,Dark,475,70,115,55,60,35,115,60,FALSE,3,Scarecrow Pokémon,60,5120,1059860,1.3,77.4,50,"['Sand Veil', 'Water Absorb']"
333,Swablu,Tylttoチルット,Normal,Flying,310,45,40,50,60,70,40,75,FALSE,3,Cotton Bird Pokémon,255,5120,600000,0.4,1.2,50,"['Natural Cure', 'Cloud Nine']"
334,Altaria,Tyltalisチルタリス,Dragon,Flying,490,75,70,80,90,70,70,105,FALSE,3,Humming Pokémon,45,5120,600000,1.1,20.6,50,"['Natural Cure', 'Cloud Nine']"
335,Zangoose,Zangooseザングース,Normal,,458,73,115,90,60,70,60,60,FALSE,3,Cat Ferret Pokémon,90,5120,600000,1.3,40.3,50,"['Immunity', 'Toxic Boost']"
336,Seviper,Habunakeハブネーク,Poison,,458,73,100,65,60,70,100,60,FALSE,3,Fang Snake Pokémon,90,5120,1640000,2.7,52.5,50,"['Shed Skin', 'Infiltrator']"
337,Lunatone,Lunatoneルナトーン,Rock,Psychic,440,70,55,70,65,70,95,85,FALSE,3,Meteorite Pokémon,45,6400,800000,1,168,,['Levitate']
338,Solrock,Solrockソルロック,Rock,Psychic,440,70,95,70,85,70,55,65,FALSE,3,Meteorite Pokémon,45,6400,800000,1.2,154,,['Levitate']
339,Barboach,Dojoachドジョッチ,Water,Ground,288,50,48,60,43,70,46,41,FALSE,3,Whiskers Pokémon,190,5120,1000000,0.4,1.9,50,"['Oblivious', 'Anticipation', 'Hydration']"
340,Whiscash,Namazunナマズン,Water,Ground,468,110,78,60,73,70,76,71,FALSE,3,Whiskers Pokémon,75,5120,1000000,0.9,23.6,50,"['Oblivious', 'Anticipation', 'Hydration']"
341,Corphish,Heiganiヘイガニ,Water,,308,43,80,35,65,70,50,35,FALSE,3,Ruffian Pokémon,205,3840,1640000,0.6,11.5,50,"['Hyper Cutter', 'Shell Armor', 'Adaptability']"
342,Crawdaunt,Shizarigerシザリガー,Water,Dark,468,63,120,55,85,70,90,55,FALSE,3,Rogue Pokémon,155,3840,1640000,1.1,32.8,50,"['Hyper Cutter', 'Shell Armor', 'Adaptability']"
343,Baltoy,Yajilonヤジロン,Ground,Psychic,300,40,40,55,55,70,40,70,FALSE,3,Clay Doll Pokémon,255,5120,1000000,0.5,21.5,,['Levitate']
344,Claydol,Nendollネンドール,Ground,Psychic,500,60,70,75,105,70,70,120,FALSE,3,Clay Doll Pokémon,90,5120,1000000,1.5,108,,['Levitate']
345,Lileep,Lilylaリリーラ,Rock,Grass,355,66,41,23,77,70,61,87,FALSE,3,Sea Lily Pokémon,45,7680,600000,1,23.8,88.1,"['Suction Cups', 'Storm Drain']"
346,Cradily,Yuradleユレイドル,Rock,Grass,495,86,81,43,97,70,81,107,FALSE,3,Barnacle Pokémon,45,7680,600000,1.5,60.4,88.1,"['Suction Cups', 'Storm Drain']"
347,Anorith,Anopthアノプス,Rock,Bug,355,45,95,75,50,70,40,50,FALSE,3,Old Shrimp Pokémon,45,7680,600000,0.7,12.5,88.1,"['Battle Armor', 'Swift Swim']"
348,Armaldo,Armaldoアーマルド,Rock,Bug,495,75,125,45,100,70,70,80,FALSE,3,Plate Pokémon,45,7680,600000,1.5,68.2,88.1,"['Battle Armor', 'Swift Swim']"
349,Feebas,Hinbassヒンバス,Water,,200,20,15,80,20,70,10,55,FALSE,3,Fish Pokémon,255,5120,600000,0.6,7.4,50,"['Swift Swim', 'Oblivious', 'Adaptability']"
350,Milotic,Milokarossミロカロス,Water,,540,95,60,81,79,70,100,125,FALSE,3,Tender Pokémon,60,5120,600000,6.2,162,50,"['Marvel Scale', 'Competitive', 'Cute Charm']"
351,Castform,Powalenポワルン,Normal,,420,70,70,70,70,70,70,70,FALSE,3,Weather Pokémon,45,6400,1000000,0.3,0.8,50,['Forecast']
352,Kecleon,Kakureonカクレオン,Normal,,440,60,90,40,70,70,60,120,FALSE,3,Color Swap Pokémon,200,5120,1059860,1,22,50,"['Color Change', 'Protean']"
353,Shuppet,Kagebouzuカゲボウズ,Ghost,,295,44,75,45,35,35,63,33,FALSE,3,Puppet Pokémon,225,6400,800000,0.6,2.3,50,"['Insomnia', 'Frisk', 'Cursed Body']"
354,Banette,Juppetaジュペッタ,Ghost,,455,64,115,65,65,35,83,63,FALSE,3,Marionette Pokémon,45,6400,800000,1.1,12.5,50,"['Insomnia', 'Frisk', 'Cursed Body']"
355,Duskull,Yomawaruヨマワル,Ghost,,295,20,40,25,90,35,30,90,FALSE,3,Requiem Pokémon,190,6400,800000,0.8,15,50,"['Levitate', 'Frisk']"
356,Dusclops,Samayouruサマヨール,Ghost,,455,40,70,25,130,35,60,130,FALSE,3,Beckon Pokémon,90,6400,800000,1.6,30.6,50,"['Pressure', 'Frisk']"
357,Tropius,Tropiusトロピウス,Grass,Flying,460,99,68,51,83,70,72,87,FALSE,3,Fruit Pokémon,200,6400,1250000,2,100,50,"['Chlorophyll', 'Solar Power', 'Harvest']"
358,Chimecho,Chireanチリーン,Psychic,,425,65,50,65,70,70,95,80,FALSE,3,Wind Chime Pokémon,45,6400,800000,0.6,1,50,['Levitate']
359,Absol,Absolアブソル,Dark,,465,65,130,75,60,35,75,60,FALSE,3,Disaster Pokémon,30,6400,1059860,1.2,47,50,"['Pressure', 'Super Luck', 'Justified']"
360,Wynaut,Sohnanoソーナノ,Psychic,,260,95,23,23,48,70,23,48,FALSE,3,Bright Pokémon,125,5120,1000000,0.6,14,50,"['Shadow Tag', 'Telepathy']"
361,Snorunt,Yukiwarashiユキワラシ,Ice,,300,50,50,50,50,70,50,50,FALSE,3,Snow Hat Pokémon,190,5120,1000000,0.7,16.8,50,"['Inner Focus', 'Ice Body', 'Moody']"
362,Glalie,Onigohriオニゴーリ,Ice,,480,80,80,80,80,70,80,80,FALSE,3,Face Pokémon,75,5120,1000000,1.5,256.5,50,"['Inner Focus', 'Ice Body', 'Moody']"
363,Spheal,Tamazarashiタマザラシ,Ice,Water,290,70,40,25,50,70,55,50,FALSE,3,Clap Pokémon,255,5120,1059860,0.8,39.5,50,"['Thick Fat', 'Ice Body', 'Oblivious']"
364,Sealeo,Todogglerトドグラー,Ice,Water,410,90,60,45,70,70,75,70,FALSE,3,Ball Roll Pokémon,120,5120,1059860,1.1,87.6,50,"['Thick Fat', 'Ice Body', 'Oblivious']"
365,Walrein,Todoserugaトドゼルガ,Ice,Water,530,110,80,65,90,70,95,90,FALSE,3,Ice Break Pokémon,45,5120,1059860,1.4,150.6,50,"['Thick Fat', 'Ice Body', 'Oblivious']"
366,Clamperl,Pearluluパールル,Water,,345,35,64,32,85,70,74,55,FALSE,3,Bivalve Pokémon,255,5120,600000,0.4,52.5,50,"['Shell Armor', 'Rattled']"
367,Huntail,Huntailハンテール,Water,,485,55,104,52,105,70,94,75,FALSE,3,Deep Sea Pokémon,60,5120,600000,1.7,27,50,"['Swift Swim', 'Water Veil']"
368,Gorebyss,Sakurabyssサクラビス,Water,,485,55,84,52,105,70,114,75,FALSE,3,South Sea Pokémon,60,5120,600000,1.8,22.6,50,"['Swift Swim', 'Hydration']"
369,Relicanth,Glanthジーランス,Water,Rock,485,100,90,55,130,70,45,65,FALSE,3,Longevity Pokémon,25,10240,1250000,1,23.4,88.1,"['Swift Swim', 'Rock Head', 'Sturdy']"
370,Luvdisc,Lovecusラブカス,Water,,330,43,30,97,55,70,40,65,FALSE,3,Rendezvous Pokémon,225,5120,800000,0.6,8.7,24.6,"['Swift Swim', 'Hydration']"
371,Bagon,Tatsubayタツベイ,Dragon,,300,45,75,50,60,35,40,30,FALSE,3,Rock Head Pokémon,45,10240,1250000,0.6,42.1,50,"['Rock Head', 'Sheer Force']"
372,Shelgon,Komoruuコモルー,Dragon,,420,65,95,50,100,35,60,50,FALSE,3,Endurance Pokémon,45,10240,1250000,1.1,110.5,50,"['Rock Head', 'Overcoat']"
373,Salamence,Bohmanderボーマンダ,Dragon,Flying,600,95,135,100,80,35,110,80,FALSE,3,Dragon Pokémon,45,10240,1250000,1.5,102.6,50,"['Intimidate', 'Moxie']"
374,Beldum,Dumbberダンバル,Steel,Psychic,300,40,55,30,80,35,35,60,FALSE,3,Iron Ball Pokémon,3,10240,1250000,0.6,95.2,,"['Clear Body', 'Light Metal']"
375,Metang,Metangメタング,Steel,Psychic,420,60,75,50,100,35,55,80,FALSE,3,Iron Claw Pokémon,3,10240,1250000,1.2,202.5,,"['Clear Body', 'Light Metal']"
376,Metagross,Metagrossメタグロス,Steel,Psychic,600,80,135,70,130,35,95,90,FALSE,3,Iron Leg Pokémon,3,10240,1250000,1.6,550,,"['Clear Body', 'Light Metal']"
377,Regirock,Regirockレジロック,Rock,,580,80,100,50,200,35,50,100,TRUE,3,Rock Peak Pokémon,3,20480,1250000,1.7,230,,"['Clear Body', 'Sturdy']"
378,Regice,Regiceレジアイス,Ice,,580,80,50,50,100,35,100,200,TRUE,3,Iceberg Pokémon,3,20480,1250000,1.8,175,,"['Clear Body', 'Ice Body']"
379,Registeel,Registeelレジスチル,Steel,,580,80,75,50,150,35,75,150,TRUE,3,Iron Pokémon,3,20480,1250000,1.9,205,,"['Clear Body', 'Light Metal']"
380,Latias,Latiasラティアス,Dragon,Psychic,600,80,80,110,90,90,110,130,TRUE,3,Eon Pokémon,3,30720,1250000,1.4,40,0,['Levitate']
381,Latios,Latiosラティオス,Dragon,Psychic,600,80,90,110,80,90,130,110,TRUE,3,Eon Pokémon,3,30720,1250000,2,60,100,['Levitate']
382,Kyogre,Kyogreカイオーガ,Water,,670,100,100,90,90,0,150,140,TRUE,3,Sea Basin Pokémon,3,30720,1250000,4.5,352,,['Drizzle']
383,Groudon,Groudonグラードン,Ground,,670,100,150,90,140,0,100,90,TRUE,3,Continent Pokémon,3,30720,1250000,3.5,950,,['Drought']
384,Rayquaza,Rayquazaレックウザ,Dragon,Flying,680,105,150,95,90,0,150,90,TRUE,3,Sky High Pokémon,45,30720,1250000,7,206.5,,['Air Lock']
385,Jirachi,Jirachiジラーチ,Steel,Psychic,600,100,100,100,100,100,100,100,TRUE,3,Wish Pokémon,3,30720,1250000,0.3,1.1,,['Serene Grace']
386,DeoxysNormal Forme,Deoxysデオキシス,Psychic,,600,50,150,150,50,0,150,50,TRUE,3,DNA Pokémon,3,30720,1250000,1.7,60.8,,['Pressure']
387,Turtwig,Naetleナエトル,Grass,,318,55,68,31,64,70,45,55,FALSE,4,Tiny Leaf Pokémon,45,5120,1059860,0.4,10.2,88.1,"['Overgrow', 'Shell Armor']"
388,Grotle,Hayashigameハヤシガメ,Grass,,405,75,89,36,85,70,55,65,FALSE,4,Grove Pokémon,45,5120,1059860,1.1,97,88.1,"['Overgrow', 'Shell Armor']"
389,Torterra,Dodaitoseドダイトス,Grass,Ground,525,95,109,56,105,70,75,85,FALSE,4,Continent Pokémon,45,5120,1059860,2.2,310,88.1,"['Overgrow', 'Shell Armor']"
390,Chimchar,Hikozaruヒコザル,Fire,,309,44,58,61,44,70,58,44,FALSE,4,Chimp Pokémon,45,5120,1059860,0.5,6.2,88.1,"['Blaze', 'Iron Fist']"
391,Monferno,Moukazaruモウカザル,Fire,Fighting,405,64,78,81,52,70,78,52,FALSE,4,Playful Pokémon,45,5120,1059860,0.9,22,88.1,"['Blaze', 'Iron Fist']"
392,Infernape,Goukazaruゴウカザル,Fire,Fighting,534,76,104,108,71,70,104,71,FALSE,4,Flame Pokémon,45,5120,1059860,1.2,55,88.1,"['Blaze', 'Iron Fist']"
393,Piplup,Pochamaポッチャマ,Water,,314,53,51,40,53,70,61,56,FALSE,4,Penguin Pokémon,45,5120,1059860,0.4,5.2,88.1,"['Torrent', 'Defiant']"
394,Prinplup,Pottaishiポッタイシ,Water,,405,64,66,50,68,70,81,76,FALSE,4,Penguin Pokémon,45,5120,1059860,0.8,23,88.1,"['Torrent', 'Defiant']"
395,Empoleon,Emperteエンペルト,Water,Steel,530,84,86,60,88,70,111,101,FALSE,4,Emperor Pokémon,45,5120,1059860,1.7,84.5,88.1,"['Torrent', 'Defiant']"
396,Starly,Mukkuruムックル,Normal,Flying,245,40,55,60,30,70,30,30,FALSE,4,Starling Pokémon,255,3840,1059860,0.3,2,50,"['Keen Eye', 'Reckless']"
397,Staravia,Mukubirdムクバード,Normal,Flying,340,55,75,80,50,70,40,40,FALSE,4,Starling Pokémon,120,3840,1059860,0.6,15.5,50,"['Intimidate', 'Reckless']"
398,Staraptor,Mukuhawkムクホーク,Normal,Flying,485,85,120,100,70,70,50,60,FALSE,4,Predator Pokémon,45,3840,1059860,1.2,24.9,50,"['Intimidate', 'Reckless']"
399,Bidoof,Bippaビッパ,Normal,,250,59,45,31,40,70,35,40,FALSE,4,Plump Mouse Pokémon,255,3840,1000000,0.5,20,50,"['Simple', 'Unaware', 'Moody']"
400,Bibarel,Beadaruビーダル,Normal,Water,410,79,85,71,60,70,55,60,FALSE,4,Beaver Pokémon,127,3840,1000000,1,31.5,50,"['Simple', 'Unaware', 'Moody']"
401,Kricketot,Korobohshiコロボーシ,Bug,,194,37,25,25,41,70,25,41,FALSE,4,Cricket Pokémon,255,3840,1059860,0.3,2.2,50,"['Shed Skin', 'Run Away']"
402,Kricketune,Korotockコロトック,Bug,,384,77,85,65,51,70,55,51,FALSE,4,Cricket Pokémon,45,3840,1059860,1,25.5,50,"['Swarm', 'Technician']"
403,Shinx,Kolinkコリンク,Electric,,263,45,65,45,34,70,40,34,FALSE,4,Flash Pokémon,235,5120,1059860,0.5,9.5,50,"['Rivalry', 'Intimidate', 'Guts']"
404,Luxio,Luxioルクシオ,Electric,,363,60,85,60,49,100,60,49,FALSE,4,Spark Pokémon,120,5120,1059860,0.9,30.5,50,"['Rivalry', 'Intimidate', 'Guts']"
405,Luxray,Rentorarレントラー,Electric,,523,80,120,70,79,70,95,79,FALSE,4,Gleam Eyes Pokémon,45,5120,1059860,1.4,42,50,"['Rivalry', 'Intimidate', 'Guts']"
406,Budew,Subomieスボミー,Grass,Poison,280,40,30,55,35,70,50,70,FALSE,4,Bud Pokémon,255,5120,1059860,0.2,1.2,50,"['Natural Cure', 'Poison Point', 'Leaf Guard']"
407,Roserade,Roseradeロズレイド,Grass,Poison,515,60,70,90,65,70,125,105,FALSE,4,Bouquet Pokémon,75,5120,1059860,0.9,14.5,50,"['Natural Cure', 'Poison Point', 'Technician']"
408,Cranidos,Zugaidosズガイドス,Rock,,350,67,125,58,40,70,30,30,FALSE,4,Head Butt Pokémon,45,7680,600000,0.9,31.5,88.1,"['Mold Breaker', 'Sheer Force']"
409,Rampardos,Rampaldラムパルド,Rock,,495,97,165,58,60,70,65,50,FALSE,4,Head Butt Pokémon,45,7680,600000,1.6,102.5,88.1,"['Mold Breaker', 'Sheer Force']"
410,Shieldon,Tatetopsタテトプス,Rock,Steel,350,30,42,30,118,70,42,88,FALSE,4,Shield Pokémon,45,7680,600000,0.5,57,88.1,"['Sturdy', 'Soundproof']"
411,Bastiodon,Toridepsトリデプス,Rock,Steel,495,60,52,30,168,70,47,138,FALSE,4,Shield Pokémon,45,7680,600000,1.3,149.5,88.1,"['Sturdy', 'Soundproof']"
412,Burmy,Minomucchiミノムッチ,Bug,,224,40,29,36,45,70,29,45,FALSE,4,Bagworm Pokémon,120,3840,1000000,0.2,3.4,50,"['Shed Skin', 'Overcoat']"
413,WormadamPlant Cloak,Minomadam (kusaki No Mino)ミノマダム,Bug,Grass,424,60,59,36,85,70,79,105,FALSE,4,Bagworm Pokémon,45,3840,1000000,0.5,6.5,0,"['Anticipation', 'Overcoat']"
414,Mothim,Gamaleガーメイル,Bug,Flying,424,70,94,66,50,70,94,50,FALSE,4,Moth Pokémon,45,3840,1000000,0.9,23.3,100,"['Swarm', 'Tinted Lens']"
415,Combee,Mitsuhoneyミツハニー,Bug,Flying,244,30,30,70,42,70,30,42,FALSE,4,Tiny Bee Pokémon,120,3840,1059860,0.3,5.5,88.1,"['Honey Gather', 'Hustle']"
416,Vespiquen,Beequenビークイン,Bug,Flying,474,70,80,40,102,70,80,102,FALSE,4,Beehive Pokémon,45,3840,1059860,1.2,38.5,0,"['Pressure', 'Unnerve']"
417,Pachirisu,Pachirisuパチリス,Electric,,405,60,45,95,70,100,45,90,FALSE,4,EleSquirrel Pokémon,200,2560,1000000,0.4,3.9,50,"['Run Away', 'Pickup', 'Volt Absorb']"
418,Buizel,Buoyselブイゼル,Water,,330,55,65,85,35,70,60,30,FALSE,4,Sea Weasel Pokémon,190,5120,1000000,0.7,29.5,50,"['Swift Swim', 'Water Veil']"
